bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID
588	YBR118W	chrII	+	477670	479047	477670	479047	1	477670,	479047,	P02994
588	YBR119W	chrII	+	479337	480323	479337	480323	2	479337,479434,	479345,480323,	P32605
588	YBR120C	chrII	-	480434	480923	480434	480923	1	480434,	480923,	P07253
588	YBR121C	chrII	-	481363	483367	481363	483367	1	481363,	483367,	P38088
588	YBR121C-A	chrII	-	482325	482484	482325	482484	1	482325,	482484,	n/a
588	YBR122C	chrII	-	483969	484503	483969	484503	1	483969,	484503,	P36531
588	YBR123C	chrII	-	484741	486691	484741	486691	1	484741,	486691,	P32367
588	YBR124W	chrII	+	486506	486866	486506	486866	1	486506,	486866,	n/a
588	YBR125C	chrII	-	487198	488380	487198	488380	1	487198,	488380,	P38089
588	YBR126C	chrII	-	488904	490392	488904	490392	1	488904,	490392,	Q00764
588	YBR126W-A	chrII	+	490849	491056	490849	491056	1	490849,	491056,	n/a
588	YBR126W-B	chrII	+	490926	491070	490926	491070	1	490926,	491070,	n/a
588	YBR127C	chrII	-	491268	492822	491268	492822	1	491268,	492822,	P16140
588	YBR128C	chrII	-	493080	494115	493080	494115	1	493080,	494115,	P38270
588	YBR129C	chrII	-	494352	495339	494352	495339	1	494352,	495339,	P38271
588	YBR130C	chrII	-	495591	496869	495591	496869	1	495591,	496869,	P38272
588	YBR131W	chrII	+	497162	499277	497162	499277	1	497162,	499277,	P38273
588	YBR131C-A	chrII	-	497649	497739	497649	497739	1	497649,	497739,	n/a
588	YBR132C	chrII	-	499651	501442	499651	501442	1	499651,	501442,	P38090
588	YBR133C	chrII	-	501803	504287	501803	504287	1	501803,	504287,	P38274
588	YBR134W	chrII	+	504242	504644	504242	504644	1	504242,	504644,	n/a
588	YBR135W	chrII	+	504853	505306	504853	505306	1	504853,	505306,	P20486
588	YBR136W	chrII	+	505667	512774	505667	512774	1	505667,	512774,	P38111
588	YBR137W	chrII	+	513043	513583	513043	513583	1	513043,	513583,	P38276
588	YBR138C	chrII	-	513761	515336	513761	515336	1	513761,	515336,	P38277
588	YBR139W	chrII	+	515663	517190	515663	517190	1	515663,	517190,	P38109
589	YBR141C	chrII	-	527024	528038	527024	528038	1	527024,	528038,	P38278
589	YBR141W-A	chrII	+	527166	527262	527166	527262	1	527166,	527262,	n/a
589	YBR142W	chrII	+	528316	530638	528316	530638	1	528316,	530638,	P38112
589	YBR143C	chrII	-	530868	532182	530868	532182	1	530868,	532182,	P12385
589	YBR144C	chrII	-	533234	533549	533234	533549	1	533234,	533549,	n/a
589	YBR145W	chrII	+	533761	534817	533761	534817	1	533761,	534817,	P38113
589	YBR146W	chrII	+	535259	536096	535259	536096	1	535259,	536096,	P38120
589	YBR147W	chrII	+	536574	537465	536574	537465	1	536574,	537465,	P38279
589	YBR148W	chrII	+	537875	539705	537875	539705	1	537875,	539705,	P38280
589	YBR149W	chrII	+	539986	541021	539986	541021	1	539986,	541021,	P38115
589	YBR150C	chrII	-	541208	544493	541208	544493	1	541208,	544493,	P38114
589	YBR151W	chrII	+	545027	545978	545027	545978	1	545027,	545978,	P38281
589	YBR152W	chrII	+	546375	547251	546375	547251	1	546375,	547251,	P38282
589	YBR153W	chrII	+	547459	548194	547459	548194	1	547459,	548194,	P33312
589	YBR154C	chrII	-	548361	549009	548361	549009	1	548361,	549009,	P20434
589	YBR155W	chrII	+	549770	550928	549770	550928	1	549770,	550928,	P33313
589	YBR156C	chrII	-	551103	553200	551103	553200	1	551103,	553200,	P38283
589	YBR157C	chrII	-	553542	554310	553542	554310	1	553542,	554310,	P38284
589	YBR158W	chrII	+	556548	558198	556548	558198	1	556548,	558198,	P38285
589	YBR159W	chrII	+	558684	559728	558684	559728	1	558684,	559728,	P38286
589	YBR160W	chrII	+	560077	560974	560077	560974	1	560077,	560974,	P00546
589	YBR161W	chrII	+	561633	562764	561633	562764	1	561633,	562764,	P38287
589	YBR162C	chrII	-	563202	564570	563202	564570	1	563202,	564570,	P38288
589	YBR162W-A	chrII	+	565230	565428	565230	565428	1	565230,	565428,	P38374
589	YBR163W	chrII	+	565722	567480	565722	567480	1	565722,	567480,	P38289
589	YBR164C	chrII	-	567874	568426	567874	568426	1	567874,	568426,	P38116
589	YBR165W	chrII	+	568851	569685	568851	569685	1	568851,	569685,	P38290
589	YBR166C	chrII	-	569841	571200	569841	571200	1	569841,	571200,	P20049
589	YBR167C	chrII	-	571467	571890	571467	571890	1	571467,	571890,	P38291
589	YBR168W	chrII	+	572370	573612	572370	573612	1	572370,	573612,	P38292
589	YBR169C	chrII	-	573914	575996	573914	575996	1	573914,	575996,	P32590
589	YBR170C	chrII	-	576343	578086	576343	578086	1	576343,	578086,	P33755
589	YBR171W	chrII	+	578363	578984	578363	578984	1	578363,	578984,	P33754
589	YBR172C	chrII	-	579149	581372	579149	581372	1	579149,	581372,	P32909
589	YBR173C	chrII	-	581725	582172	581725	582172	1	581725,	582172,	P38293
589	YBR174C	chrII	-	582337	582652	582337	582652	1	582337,	582652,	n/a
589	YBR175W	chrII	+	582407	583355	582407	583355	1	582407,	583355,	P38123
589	YBR176W	chrII	+	583719	584658	583719	584658	1	583719,	584658,	P38122
589	YBR177C	chrII	-	584806	586162	584806	586162	1	584806,	586162,	P38295
589	YBR178W	chrII	+	586070	586445	586070	586445	1	586070,	586445,	n/a
589	YBR179C	chrII	-	586546	589114	586546	589114	1	586546,	589114,	P38297
589	YBR180W	chrII	+	589740	591459	589740	591459	1	589740,	591459,	P38125
589	YBR181C	chrII	-	591711	592774	591711	592774	2	591711,592768,	592416,592774,	P02365
589	YBR182C	chrII	-	593505	594864	593505	594864	1	593505,	594864,	P38128
589	YBR182C-A	chrII	-	595360	595555	595360	595555	1	595360,	595555,	Q8TGU6
589	YBR183W	chrII	+	596114	597065	596114	597065	1	596114,	597065,	P38298
589	YBR184W	chrII	+	597362	598934	597362	598934	1	597362,	598934,	P38299
589	YBR185C	chrII	-	599122	599959	599122	599959	1	599122,	599959,	P38300
589	YBR186W	chrII	+	600552	602360	600552	602360	2	600552,602216,	602103,602360,	P38126
589	YBR187W	chrII	+	602633	603476	602633	603476	1	602633,	603476,	P38301
589	YBR188C	chrII	-	603684	604107	603684	604107	1	603684,	604107,	P38302
589	YBR189W	chrII	+	604507	605508	604507	605508	2	604507,604927,	604514,605508,	P05755
589	YBR190W	chrII	+	605965	606277	605965	606277	1	605965,	606277,	n/a
589	YBR191W	chrII	+	606269	607140	606269	607140	2	606269,606668,	606280,607140,	Q02753
589	YBR191W-A	chrII	+	607148	607223	607148	607223	1	607148,	607223,	n/a
589	YBR192W	chrII	+	607651	608785	607651	608785	1	607651,	608785,	P38127
589	YBR193C	chrII	-	609081	609753	609081	609753	1	609081,	609753,	P38304
589	YBR194W	chrII	+	610037	610409	610037	610409	1	610037,	610409,	P38305
589	YBR195C	chrII	-	610613	611882	610613	611882	1	610613,	611882,	P13712
589	YBR196C	chrII	-	612235	613900	612235	613900	1	612235,	613900,	P12709
589	YBR196C-A	chrII	-	614023	614173	614023	614173	1	614023,	614173,	Q3E820
589	YBR196C-B	chrII	-	614525	614630	614525	614630	1	614525,	614630,	Q3E778
589	YBR197C	chrII	-	615202	615856	615202	615856	1	615202,	615856,	P38306
589	YBR198C	chrII	-	616126	618523	616126	618523	1	616126,	618523,	P38129
589	YBR199W	chrII	+	618908	620303	618908	620303	1	618908,	620303,	P38131
589	YBR200W	chrII	+	620871	622527	620871	622527	1	620871,	622527,	P29366
589	YBR200W-A	chrII	+	622982	623147	622982	623147	1	622982,	623147,	Q3E755
589	YBR201W	chrII	+	623575	624211	623575	624211	1	623575,	624211,	P38307
589	YBR201C-A	chrII	-	624492	624696	624492	624696	1	624492,	624696,	Q2V2Q3
589	YBR202W	chrII	+	625771	628309	625771	628309	1	625771,	628309,	P38132
589	YBR203W	chrII	+	629167	631942	629167	631942	1	629167,	631942,	P38308
589	YBR204C	chrII	-	632253	633381	632253	633381	1	632253,	633381,	P38139
589	YBR205W	chrII	+	633621	634836	633621	634836	1	633621,	634836,	P38130
589	YBR206W	chrII	+	634600	634924	634600	634924	1	634600,	634924,	n/a
589	YBR207W	chrII	+	635145	636543	635145	636543	1	635145,	636543,	P38310
589	YBR208C	chrII	-	636702	642210	636702	642210	1	636702,	642210,	P32528
589	YBR209W	chrII	+	642582	642900	642582	642900	1	642582,	642900,	n/a
589	YBR210W	chrII	+	645549	645978	645549	645978	1	645549,	645978,	P38312
589	YBR211C	chrII	-	646157	647132	646157	647132	1	646157,	647132,	P38313
589	YBR212W	chrII	+	647885	649904	647885	649904	1	647885,	649904,	P32831
589	YBR213W	chrII	+	650367	651192	650367	651192	1	650367,	651192,	P15807
589	YBR214W	chrII	+	651414	652998	651414	652998	1	651414,	652998,	P38314
589	YBR215W	chrII	+	653355	655317	653355	655317	2	653355,653452,	653368,655317,	Q01448
590	YBR216C	chrII	-	655575	657600	655575	657600	1	655575,	657600,	P38315
590	YBR217W	chrII	+	657831	658392	657831	658392	1	657831,	658392,	P38316
590	YBR218C	chrII	-	658706	662249	658706	662249	1	658706,	662249,	P32327
590	YBR219C	chrII	-	662498	663303	662498	663303	2	662498,663002,	662581,663303,	P38317
590	YBR220C	chrII	-	662994	664677	662994	664677	1	662994,	664677,	P38318
590	YBR221C	chrII	-	665152	666253	665152	666253	1	665152,	666253,	P32473
590	YBR221W-A	chrII	+	666537	666642	666537	666642	1	666537,	666642,	Q3E781
590	YBR222C	chrII	-	666719	668351	666719	668351	1	666719,	668351,	P38137
590	YBR223C	chrII	-	668662	670297	668662	670297	1	668662,	670297,	P38319
590	YBR223W-A	chrII	+	668720	668840	668720	668840	1	668720,	668840,	n/a
590	YBR224W	chrII	+	670124	670640	670124	670640	1	670124,	670640,	n/a
590	YBR225W	chrII	+	670626	673329	670626	673329	1	670626,	673329,	P38321
590	YBR226C	chrII	-	673154	673565	673154	673565	1	673154,	673565,	n/a
590	YBR227C	chrII	-	673571	675134	673571	675134	1	673571,	675134,	P38323
590	YBR228W	chrII	+	675312	676227	675312	676227	1	675312,	676227,	P38324
590	YBR229C	chrII	-	676356	679221	676356	679221	1	676356,	679221,	P38138
590	YBR230C	chrII	-	679548	680050	679548	680050	2	679548,680039,	679942,680050,	P38325
590	YBR230W-A	chrII	+	680361	680562	680361	680562	1	680361,	680562,	Q3E762
590	YBR231C	chrII	-	682178	683090	682178	683090	1	682178,	683090,	P38326
590	YBR232C	chrII	-	683372	683732	683372	683732	1	683372,	683732,	n/a
590	YBR233W	chrII	+	683427	684669	683427	684669	1	683427,	684669,	P38151
590	YBR233W-A	chrII	+	684976	685261	684976	685261	1	684976,	685261,	P69850
590	YBR234C	chrII	-	685437	686592	685437	686592	1	685437,	686592,	P38328
590	YBR235W	chrII	+	686900	690263	686900	690263	1	686900,	690263,	P38329
590	YBR236C	chrII	-	690382	691693	690382	691693	1	690382,	691693,	P32783
590	YBR237W	chrII	+	691968	694518	691968	694518	1	691968,	694518,	P21372
590	YBR238C	chrII	-	695106	697302	695106	697302	1	695106,	697302,	P38330
590	YBR239C	chrII	-	698353	699943	698353	699943	1	698353,	699943,	P38140
590	YBR240C	chrII	-	700489	701842	700489	701842	1	700489,	701842,	P38141
590	YBR241C	chrII	-	702588	704055	702588	704055	1	702588,	704055,	P38142
590	YBR242W	chrII	+	704669	705386	704669	705386	1	704669,	705386,	P38331
590	YBR243C	chrII	-	705446	706793	705446	706793	1	705446,	706793,	P07286
590	YBR244W	chrII	+	707527	708016	707527	708016	1	707527,	708016,	P38143
590	YBR245C	chrII	-	708149	711539	708149	711539	1	708149,	711539,	P38144
590	YBR246W	chrII	+	711590	712754	711590	712754	1	711590,	712754,	P38332
590	YBR247C	chrII	-	713003	714455	713003	714455	1	713003,	714455,	P38333
590	YBR248C	chrII	-	714806	716465	714806	716465	1	714806,	716465,	P33734
590	YBR249C	chrII	-	716881	717994	716881	717994	1	716881,	717994,	P32449
590	YBR250W	chrII	+	719032	720604	719032	720604	1	719032,	720604,	P33757
590	YBR251W	chrII	+	721389	722313	721389	722313	1	721389,	722313,	P33759
590	YBR252W	chrII	+	722610	723054	722610	723054	1	722610,	723054,	P33317
590	YBR253W	chrII	+	723269	723635	723269	723635	1	723269,	723635,	P32570
590	YBR254C	chrII	-	723735	724263	723735	724263	1	723735,	724263,	P38334
590	YBR255W	chrII	+	724455	726540	724455	726540	1	724455,	726540,	P38335
590	YBR255C-A	chrII	-	726617	727074	726617	727074	2	726617,727011,	726917,727074,	Q3E776
590	YBR256C	chrII	-	727385	728102	727385	728102	1	727385,	728102,	P38145
590	YBR257W	chrII	+	728884	729724	728884	729724	1	728884,	729724,	P38336
590	YBR258C	chrII	-	729733	730162	729733	730162	1	729733,	730162,	P38337
590	YBR259W	chrII	+	730386	732453	730386	732453	1	730386,	732453,	P38338
590	YBR260C	chrII	-	732638	734639	732638	734639	1	732638,	734639,	P38339
590	YBR261C	chrII	-	734831	735530	734831	735530	1	734831,	735530,	P38340
590	YBR262C	chrII	-	735719	736040	735719	736040	1	735719,	736040,	P38341
590	YBR263W	chrII	+	736263	737736	736263	737736	1	736263,	737736,	P37292
590	YBR264C	chrII	-	737769	738369	737769	738369	1	737769,	738369,	P38146
590	YBR265W	chrII	+	738581	739544	738581	739544	1	738581,	739544,	P38342
590	YBR267W	chrII	+	739840	741022	739840	741022	1	739840,	741022,	P38344
590	YBR266C	chrII	-	739935	740388	739935	740388	1	739935,	740388,	n/a
590	YBR268W	chrII	+	741298	741616	741298	741616	1	741298,	741616,	P36532
590	YBR269C	chrII	-	742159	742576	742159	742576	1	742159,	742576,	P38345
590	YBR270C	chrII	-	742760	744398	742760	744398	1	742760,	744398,	P38346
590	YBR271W	chrII	+	744851	746111	744851	746111	1	744851,	746111,	P38347
590	YBR272C	chrII	-	746360	747803	746360	747803	1	746360,	747803,	P38348
590	YBR273C	chrII	-	748060	749371	748060	749371	1	748060,	749371,	P38349
590	YBR274W	chrII	+	749593	751177	749593	751177	1	749593,	751177,	P38147
590	YBR275C	chrII	-	751355	757106	751355	757106	1	751355,	757106,	P29539
590	YBR276C	chrII	-	757619	760043	757619	760043	1	757619,	760043,	P38148
590	YBR277C	chrII	-	760214	760616	760214	760616	1	760214,	760616,	n/a
590	YBR278W	chrII	+	760293	760899	760293	760899	1	760293,	760899,	P27344
590	YBR279W	chrII	+	761256	762594	761256	762594	1	761256,	762594,	P38351
590	YBR280C	chrII	-	762783	764697	762783	764697	1	762783,	764697,	P38352
590	YBR281C	chrII	-	764969	767606	764969	767606	1	764969,	767606,	P38149
590	YBR282W	chrII	+	768239	768680	768239	768680	1	768239,	768680,	P36526
590	YBR283C	chrII	-	768942	770415	768942	770415	1	768942,	770415,	P38353
590	YBR284W	chrII	+	771238	773632	771238	773632	1	771238,	773632,	P38150
590	YBR285W	chrII	+	773921	774356	773921	774356	1	773921,	774356,	P38354
590	YBR286W	chrII	+	774699	776313	774699	776313	1	774699,	776313,	P37302
590	YBR287W	chrII	+	776570	777854	776570	777854	1	776570,	777854,	P38355
590	YBR288C	chrII	-	778011	779463	778011	779463	1	778011,	779463,	P38153
590	YBR289W	chrII	+	779666	782384	779666	782384	1	779666,	782384,	P18480
590	YBR290W	chrII	+	782590	783556	782590	783556	1	782590,	783556,	P38356
590	YBR291C	chrII	-	783672	784572	783672	784572	1	783672,	784572,	P38152
590	YBR292C	chrII	-	784701	785073	784701	785073	1	784701,	785073,	n/a
591	YBR293W	chrII	+	787005	788430	787005	788430	1	787005,	788430,	P38358
591	YBR294W	chrII	+	789234	791814	789234	791814	1	789234,	791814,	P38359
591	YBR295W	chrII	+	792848	796499	792848	796499	1	792848,	796499,	P38360
591	YBR296C	chrII	-	796797	798522	796797	798522	1	796797,	798522,	P38361
591	YBR296C-A	chrII	-	800122	800242	800122	800242	1	800122,	800242,	Q8TGU5
591	YBR297W	chrII	+	800522	801929	800522	801929	1	800522,	801929,	P38157
591	YBR298C	chrII	-	802630	804475	802630	804475	1	802630,	804475,	P38156
591	YBR298C-A	chrII	-	805034	805256	805034	805256	1	805034,	805256,	Q8TGK4
591	YBR299W	chrII	+	805350	807105	805350	807105	1	805350,	807105,	P38158
591	YBR300C	chrII	-	808599	809097	808599	809097	1	808599,	809097,	n/a
591	YBR301W	chrII	+	809056	809419	809056	809419	1	809056,	809419,	P38155
591	YBR302C	chrII	-	810339	811479	810339	811479	1	810339,	811479,	P38363
9	YDR293C	chrIV	-	1045639	1049392	1045639	1049392	1	1045639,	1049392,	P24276
73	YDL183C	chrIV	-	130870	131833	130870	131833	1	130870,	131833,	P48569
73	YDL112W	chrIV	+	258914	263225	258914	263225	1	258914,	263225,	Q07527
73	YDL033C	chrIV	-	392658	393912	392658	393912	1	392658,	393912,	Q12093
73	YDR036C	chrIV	-	523210	524713	523210	524713	1	523210,	524713,	P28817
73	YDR100W	chrIV	+	655012	655444	655012	655444	1	655012,	655444,	Q03860
73	YDR166C	chrIV	-	786305	789221	786305	789221	1	786305,	789221,	P89102
74	YDR351W	chrIV	+	1178665	1181260	1178665	1181260	1	1178665,	1181260,	P42223
74	YDR420W	chrIV	+	1306266	1311675	1306266	1311675	1	1306266,	1311675,	P41809
74	YDR496C	chrIV	-	1441432	1443403	1441432	1443403	1	1441432,	1443403,	Q04373
585	YDL248W	chrIV	+	1801	2953	1801	2953	1	1801,	2953,	Q07788
585	YDL247W-A	chrIV	+	3761	3836	3761	3836	1	3761,	3836,	n/a
585	YDL247W	chrIV	+	5984	7814	5984	7814	1	5984,	7814,	P0CD99
585	YDL246C	chrIV	-	8682	9756	8682	9756	1	8682,	9756,	Q07786
585	YDL245C	chrIV	-	11656	13360	11656	13360	1	11656,	13360,	P54854
585	YDL244W	chrIV	+	16203	17226	16203	17226	1	16203,	17226,	Q07748
585	YDL243C	chrIV	-	17576	18566	17576	18566	1	17576,	18566,	Q07747
585	YDL242W	chrIV	+	18958	19312	18958	19312	1	18958,	19312,	n/a
585	YDL241W	chrIV	+	20634	21006	20634	21006	1	20634,	21006,	Q07738
585	YDL240C-A	chrIV	-	22470	22608	22470	22608	1	22470,	22608,	n/a
585	YDL240W	chrIV	+	22822	25876	22822	25876	1	22822,	25876,	P35688
585	YDL239C	chrIV	-	26402	28775	26402	28775	1	26402,	28775,	Q07732
585	YDL238C	chrIV	-	28984	30454	28984	30454	1	28984,	30454,	Q07729
585	YDL237W	chrIV	+	30656	31829	30656	31829	1	30656,	31829,	Q07716
585	YDL236W	chrIV	+	32295	33234	32295	33234	1	32295,	33234,	P19881
585	YDL235C	chrIV	-	33414	33918	33414	33918	1	33414,	33918,	Q07688
585	YDL234C	chrIV	-	34236	36477	34236	36477	1	34236,	36477,	P48365
585	YDL233W	chrIV	+	36796	38173	36796	38173	1	36796,	38173,	Q07684
585	YDL232W	chrIV	+	38486	38597	38486	38597	1	38486,	38597,	Q99380
585	YDL231C	chrIV	-	38866	42244	38866	42244	1	38866,	42244,	Q07660
585	YDL230W	chrIV	+	42699	43707	42699	43707	1	42699,	43707,	P25044
585	YDL229W	chrIV	+	44064	45906	44064	45906	1	44064,	45906,	P11484
585	YDL228C	chrIV	-	45276	45918	45276	45918	1	45276,	45918,	n/a
585	YDL227C	chrIV	-	46270	48031	46270	48031	1	46270,	48031,	C9ELN8
585	YDL226C	chrIV	-	51114	52173	51114	52173	1	51114,	52173,	P35197
585	YDL225W	chrIV	+	52444	54100	52444	54100	1	52444,	54100,	Q07657
585	YDL224C	chrIV	-	54396	56346	54396	56346	1	54396,	56346,	Q07655
585	YDL223C	chrIV	-	57264	60405	57264	60405	1	57264,	60405,	Q07653
585	YDL222C	chrIV	-	60871	61801	60871	61801	1	60871,	61801,	Q07651
585	YDL221W	chrIV	+	62010	62562	62010	62562	1	62010,	62562,	n/a
585	YDL220C	chrIV	-	62243	65018	62243	65018	1	62243,	65018,	P32797
585	YDL219W	chrIV	+	65241	65765	65241	65765	2	65241,65377,	65306,65765,	Q07648
585	YDL218W	chrIV	+	66492	67446	66492	67446	1	66492,	67446,	Q07629
585	YDL217C	chrIV	-	67982	68606	67982	68606	1	67982,	68606,	Q12328
585	YDL216C	chrIV	-	68996	70319	68996	70319	1	68996,	70319,	Q12468
585	YDL215C	chrIV	-	70639	73918	70639	73918	1	70639,	73918,	P33327
585	YDL214C	chrIV	-	74445	76545	74445	76545	1	74445,	76545,	Q12310
585	YDL213C	chrIV	-	77288	77966	77288	77966	1	77288,	77966,	Q07623
585	YDL212W	chrIV	+	78425	79058	78425	79058	1	78425,	79058,	Q02774
585	YDL211C	chrIV	-	79293	80412	79293	80412	1	79293,	80412,	Q12121
585	YDL210W	chrIV	+	84269	85985	84269	85985	1	84269,	85985,	P32837
585	YDL209C	chrIV	-	86206	87226	86206	87226	1	86206,	87226,	Q12046
585	YDL208W	chrIV	+	87511	87982	87511	87982	1	87511,	87982,	P32495
585	YDL207W	chrIV	+	88247	89864	88247	89864	1	88247,	89864,	Q12315
585	YDL206W	chrIV	+	90175	92464	90175	92464	1	90175,	92464,	Q12424
585	YDL205C	chrIV	-	92761	93745	92761	93745	1	92761,	93745,	P28789
585	YDL204W	chrIV	+	94604	95786	94604	95786	1	94604,	95786,	Q12443
585	YDL203C	chrIV	-	96081	97953	96081	97953	1	96081,	97953,	Q07622
585	YDL202W	chrIV	+	98474	99224	98474	99224	1	98474,	99224,	P36521
585	YDL201W	chrIV	+	99560	100421	99560	100421	1	99560,	100421,	Q12009
585	YDL200C	chrIV	-	100500	101067	100500	101067	1	100500,	101067,	P26188
585	YDL199C	chrIV	-	101289	103353	101289	103353	1	101289,	103353,	Q12407
585	YDL198C	chrIV	-	103648	104551	103648	104551	1	103648,	104551,	P38988
585	YDL197C	chrIV	-	104916	106494	104916	106494	1	104916,	106494,	P32448
585	YDL196W	chrIV	+	106740	107070	106740	107070	1	106740,	107070,	n/a
585	YDL195W	chrIV	+	107207	111029	107207	111029	1	107207,	111029,	P38968
585	YDL194W	chrIV	+	111579	114234	111579	114234	1	111579,	114234,	P10870
585	YDL193W	chrIV	+	114671	115799	114671	115799	1	114671,	115799,	Q12063
585	YDL192W	chrIV	+	116320	116866	116320	116866	1	116320,	116866,	P11076
585	YDL191W	chrIV	+	117663	118517	117663	118517	2	117663,118157,	117666,118517,	P39741
585	YDL190C	chrIV	-	118706	121592	118706	121592	1	118706,	121592,	P54860
585	YDL189W	chrIV	+	122215	123589	122215	123589	1	122215,	123589,	Q05672
585	YDL188C	chrIV	-	123864	124998	123864	124998	1	123864,	124998,	P23595
585	YDL187C	chrIV	-	125508	125838	125508	125838	1	125508,	125838,	n/a
585	YDL186W	chrIV	+	125615	126449	125615	126449	1	125615,	126449,	P48568
585	YDL185C-A	chrIV	-	126607	126835	126607	126835	1	126607,	126835,	n/a
585	YDL185W	chrIV	+	126786	130002	126786	130002	1	126786,	130002,	P17255
585	YDL184C	chrIV	-	130406	130484	130406	130484	1	130406,	130484,	P05746
586	YDL182W	chrIV	+	133436	134723	133436	134723	1	133436,	134723,	P48570
586	YDL181W	chrIV	+	135178	135436	135178	135436	1	135178,	135436,	P01097
586	YDL180W	chrIV	+	135895	137539	135895	137539	1	135895,	137539,	Q12301
586	YDL179W	chrIV	+	138290	139205	138290	139205	1	138290,	139205,	Q12477
586	YDL178W	chrIV	+	139521	141114	139521	141114	1	139521,	141114,	P46681
586	YDL177C	chrIV	-	141208	141721	141208	141721	1	141208,	141721,	Q12257
586	YDL176W	chrIV	+	142096	144223	142096	144223	1	142096,	144223,	Q12027
586	YDL175C	chrIV	-	144483	145518	144483	145518	1	144483,	145518,	Q12476
586	YDL174C	chrIV	-	145825	147589	145825	147589	1	145825,	147589,	P32891
586	YDL173W	chrIV	+	148190	149078	148190	149078	1	148190,	149078,	Q12515
586	YDL172C	chrIV	-	148606	149086	148606	149086	1	148606,	149086,	n/a
586	YDL171C	chrIV	-	149202	155640	149202	155640	1	149202,	155640,	Q12680
586	YDL170W	chrIV	+	156317	157904	156317	157904	1	156317,	157904,	P26370
586	YDL169C	chrIV	-	158063	158735	158063	158735	1	158063,	158735,	P32772
586	YDL168W	chrIV	+	159603	160764	159603	160764	1	159603,	160764,	P32771
586	YDL167C	chrIV	-	160994	163154	160994	163154	1	160994,	163154,	P32770
586	YDL166C	chrIV	-	163448	164042	163448	164042	1	163448,	164042,	Q12055
586	YDL165W	chrIV	+	164289	164865	164289	164865	1	164289,	164865,	P06100
586	YDL164C	chrIV	-	164986	167254	164986	167254	1	164986,	167254,	P04819
586	YDL163W	chrIV	+	166955	167258	166955	167258	1	166955,	167258,	n/a
586	YDL162C	chrIV	-	167358	167715	167358	167715	1	167358,	167715,	n/a
586	YDL161W	chrIV	+	167713	169078	167713	169078	1	167713,	169078,	Q12518
586	YDL160C-A	chrIV	-	169365	169608	169365	169608	1	169365,	169608,	Q3E829
586	YDL160C	chrIV	-	170409	171930	170409	171930	1	170409,	171930,	P39517
586	YDL159W-A	chrIV	+	172181	172313	172181	172313	1	172181,	172313,	Q3E774
586	YDL159W	chrIV	+	172480	174028	172480	174028	1	172480,	174028,	P06784
586	YDL159C-B	chrIV	-	173055	173232	173055	173232	1	173055,	173232,	n/a
586	YDL158C	chrIV	-	173865	174174	173865	174174	1	173865,	174174,	n/a
586	YDL157C	chrIV	-	174231	174588	174231	174588	1	174231,	174588,	Q12082
586	YDL156W	chrIV	+	174917	176486	174917	176486	1	174917,	176486,	Q12510
586	YDL155W	chrIV	+	176772	178056	176772	178056	1	176772,	178056,	P24870
586	YDL154W	chrIV	+	178333	181039	178333	181039	1	178333,	181039,	Q12175
586	YDL153C	chrIV	-	181185	183018	181185	183018	1	181185,	183018,	Q12136
586	YDL152W	chrIV	+	182821	183187	182821	183187	1	182821,	183187,	n/a
586	YDL151C	chrIV	-	183317	183899	183317	183899	1	183317,	183899,	n/a
586	YDL150W	chrIV	+	183342	184611	183342	184611	1	183342,	184611,	P25441
586	YDL149W	chrIV	+	184924	187918	184924	187918	1	184924,	187918,	Q12142
586	YDL148C	chrIV	-	188153	190586	188153	190586	1	188153,	190586,	Q99207
586	YDL147W	chrIV	+	190923	192261	190923	192261	1	190923,	192261,	Q12250
586	YDL146W	chrIV	+	192749	194225	192749	194225	1	192749,	194225,	Q12342
586	YDL145C	chrIV	-	194570	198176	194570	198176	1	194570,	198176,	P53622
586	YDL144C	chrIV	-	198661	199732	198661	199732	1	198661,	199732,	Q07589
586	YDL143W	chrIV	+	199995	201582	199995	201582	1	199995,	201582,	P39078
586	YDL142C	chrIV	-	201718	202570	201718	202570	1	201718,	202570,	Q07560
586	YDL141W	chrIV	+	203038	205111	203038	205111	1	203038,	205111,	P48445
586	YDL140C	chrIV	-	205359	210561	205359	210561	1	205359,	210561,	P04050
586	YDL139C	chrIV	-	211374	212046	211374	212046	1	211374,	212046,	Q12334
586	YDL138W	chrIV	+	213350	215642	213350	215642	1	213350,	215642,	Q12300
586	YDL137W	chrIV	+	216528	217074	216528	217074	1	216528,	217074,	P19146
586	YDL136W	chrIV	+	217599	218367	217599	218367	2	217599,218007,	217602,218367,	P39741
586	YDL135C	chrIV	-	218679	219288	218679	219288	1	218679,	219288,	Q12434
586	YDL134C	chrIV	-	219661	220771	219661	220771	1	219661,	220771,	P23594
586	YDL133C-A	chrIV	-	221723	221801	221723	221801	1	221723,	221801,	P05746
586	YDL133W	chrIV	+	222426	223740	222426	223740	1	222426,	223740,	Q12516
586	YDL132W	chrIV	+	224303	226751	224303	226751	1	224303,	226751,	Q12018
586	YDL131W	chrIV	+	227392	228715	227392	228715	1	227392,	228715,	Q12122
586	YDL130W-A	chrIV	+	229170	229431	229170	229431	1	229170,	229431,	P01098
