bin name chrom strand txStart txEnd cdsStart cdsEnd exonCount exonStarts exonEnds proteinID
585 YML073C chrXIII - 123226 124172 123226 124172 2 123226,124157, 123742,124172, Q02326
586 YML067C chrXIII - 139062 140214 139062 140214 2 139062,140183, 140090,140214, Q04651
586 YML056C chrXIII - 162193 164176 162193 164176 2 162193,163716, 163308,164176, P50094
586 YML045W chrXIII + 184460 189729 184460 189729 2 184460,185766, 185765,189729, Q04711
586 YML039W chrXIII + 196627 201896 196627 201896 2 196627,197933, 197932,201896, Q03434
586 YML036W chrXIII + 205641 206293 205641 206293 2 205641,206203, 206097,206293, Q03705
586 YML034W chrXIII + 209524 212155 209524 212155 2 209524,211570, 211444,212155, Q03707
586 YML026C chrXIII - 222986 223828 222986 223828 2 222986,223781, 223380,223828, P35271
586 YML025C chrXIII - 224405 225365 224405 225365 2 224405,225338, 225239,225365, P51998
586 YML024W chrXIII + 225888 226697 225888 226697 2 225888,226289, 225891,226697, P02407
586 YML017W chrXIII + 236587 238731 236587 238731 2 236587,236953, 236591,238731, P50109
587 YMR033W chrXIII + 337787 339277 337787 339277 2 337787,337903, 337817,339277, Q05123
587 YMR045C chrXIII - 357358 362627 357358 362627 2 357358,361322, 361321,362627, Q04214
587 YMR050C chrXIII - 373056 378325 373056 378325 2 373056,377020, 377019,378325, Q04670
588 YMR079W chrXIII + 424988 426059 424988 426059 2 424988,425153, 424997,426059, P24280
588 YMR116C chrXIII - 499455 500688 499455 500688 2 499455,500151, 499878,500688, P38011
588 YMR125W chrXIII + 517538 520446 517538 520446 2 517538,517885, 517563,520446, P34160
589 YMR133W chrXIII + 536206 537609 536206 537609 2 536206,537564, 537448,537609, P32841
589 YMR142C chrXIII - 550205 551207 550205 551207 2 550205,551203, 550801,551207, P40212
589 YMR143W chrXIII + 551927 552903 551927 552903 2 551927,552495, 551951,552903, P40213
589 YMR194W chrXIII + 651144 651910 651144 651910 2 651144,651623, 651160,651910, P05745
589 YMR194C-B chrXIII - 652593 652887 652593 652887 2 652593,652847, 652775,652887, Q3E7A9
590 YMR201C chrXIII - 665844 667044 665844 667044 2 665844,667017, 666933,667044, P28519
590 YMR225C chrXIII - 720959 721403 720959 721403 2 720959,721345, 721198,721403, P19956
590 YMR230W chrXIII + 732413 733141 732413 733141 2 732413,732875, 732465,733141, P46784
590 YMR242C chrXIII - 753224 754220 753224 754220 2 753224,754219, 753742,754220, P0C2I0
591 YMR292W chrXIII + 854794 855293 854794 855293 2 854794,854898, 854816,855293, Q03554
